"","station_name","latitude","longitude","name","values_no2"
"1276",1628,34.329563,108.709003,"Xianyang",NA
"1277",1629,30.924568,113.916903,"Xiaogan",NA
"1278",1630,37.070589,114.504844,"Xingtai",NA
"1279",1631,36.617144,101.778228,"Xining",NA
"1280",1632,37.943123,115.218021,"Xinji",NA
"1281",1633,38.416663,112.734174,"Xinzhou",NA
"1282",1634,34.20475,117.284072,"Xuzhou",NA
"1283",1635,36.585455,109.489727,"Yanan",NA
"1284",1636,33.347378,120.163561,"Yancheng",12
"1285",1637,21.857958,111.982232,"Yangjiang",NA
"1286",1638,32.39421,119.412966,"Yangzhou",NA
"1287",1639,37.463822,121.447935,"Yantai",NA
"1288",1640,28.751812,104.643382,"Yibin",NA
"1289",1641,30.691967,111.286471,"Yichang",NA
"1290",1642,38.487194,106.230909,"Yinchuan",NA
"1291",1643,40.667012,122.235418,"Yingkou",NA
"1292",1644,29.306841,120.075058,"Yiwu",NA
"1293",1645,29.357104,113.128958,"Yueyang",NA
"1294",1646,22.915094,112.044491,"Yunfu",NA
"1295",1647,24.352036,102.546543,"Yuxi",9
"1296",1648,34.810488,117.323725,"Zaozhuang",NA
"1297",1649,29.117096,110.479191,"Zhangjiajie",NA
"1298",1650,21.270702,110.359387,"Zhanjiang",NA
"1299",1651,23.0528,112.4708,"Zhaoqing",NA
"1300",1652,30.21,120.210833,"Binjiang, Hangzhou",NA
"1301",1653,30.288,120.171,"Zhaohui zone 5, Hangzhou",NA
"1302",1654,30.181944,120.269722,"Chengxiang town, Hangzhou",NA
"1303",1655,29.59699,119.053275,"Chunan, Hangzhou",NA
"1304",1656,29.461272,119.287683,"Jiande, Hangzhou",NA
"1305",1657,30.311944,120.119722,"Hemu primary school, Hangzhou",NA
"1306",1658,29.474442,119.276247,"Jiande, Hangzhou",9
"1307",1659,30.418333,120.300556,"Linping town, Hangzhou",NA
"1308",1660,30.209383,120.166298,"Hangzhou",NA
"1309",1661,29.640581,119.025965,"Qiandao lake, Hangzhou",NA
"1310",1662,29.803966,119.671111,"Tonglu, Hangzhou",NA
"1311",1663,29.796136,119.690568,"Tonglu, Hangzhou",NA
"1312",1664,30.246,120.128,"Wolong bridge, Hangzhou",NA
"1313",1665,30.305833,120.348056,"Xiasha, Hangzhou",NA
"1314",1666,30.274722,120.063333,"Xixi, Hangzhou",NA
"1315",1667,30.260884,119.93989,"Hangzhou",NA
"1316",1668,30.180833,120.088333,"Yunqi, Hangzhou",NA
"1317",1669,30.268,120.193,"Zhejiang Agricultural University, Hangzhou",16
"1318",1670,30.051,119.9589,"Fuyang monitoring station, Hangzhou",NA
"1319",1671,30.0469,119.9518,"No.2 Middle School, Hangzhou",NA
"1320",1672,30.231944,119.694722,"No. 4 middle school, Hangzhou",NA
"1321",1673,30.236667,119.718611,"City Hall, Hangzhou",NA
"1322",1674,30.598056,119.695278,"Anji, Huzhou",NA
"1323",1675,30.638229,119.673777,"Anji, Huzhou",NA
"1324",1676,30.893198,120.091724,"Chengbei water plant, Huzhou",NA
"1325",1677,30.864437,120.079708,"Town west water plant, Huzhou",NA
"1326",1678,30.548333,119.988056,"Deqing, Huzhou",NA
"1327",1679,30.862005,120.115328,"Jishan new village, Huzhou",NA
"1328",1680,31.020833,119.908333,"Zhangxing, Huzhou",NA
"1329",1681,30.536389,119.973333,"Deqing, Huzhou",NA
"1330",1682,31.014444,119.898056,"Vocational Education Center, Zhangxing, Huzhou",NA
"1331",1683,30.692161,121.018544,"Donghu, Pinghu, Jiaxing",NA
"1332",1684,30.501657,120.945539,"Haiyan, Jiaxing",NA
"1333",1685,30.65065,120.54114,"Tongxiang, Jiaxing",NA
"1334",1686,30.523822,120.678291,"Haining, Jiaxing",NA
"1335",1687,30.524067,120.945469,"Haiyan, Jiaxing",NA
"1336",1688,30.378554,120.857334,"Haiyan, Jiaxing",NA
"1337",1689,30.833497,120.927426,"Jiashan, Jiaxing",NA
"1338",1690,30.756667,120.763056,"Monitoring station, Jiaxing",NA
"1339",1691,30.747405,120.730691,"Jiaxing University, Jiaxing",NA
"1340",1692,30.728889,120.995278,"Pinghu, Jiaxing",69
"1341",1693,30.777969,120.743647,"Qinghe Primary School, Jiaxing",NA
"1342",1694,30.828974,120.944731,"Jiashan, Jiaxing",NA
"1343",1695,30.511474,120.713139,"Haining, Jiaxing",NA
"1344",1696,30.62255,120.56572,"Tongxiang, Jiaxing",NA
"1345",1697,27.98,119.629444,"Jingningxian",NA
"1346",1698,29.298189,120.246079,"Dongyang, Jinhua",NA
"1347",1699,29.226718,119.485661,"Lanxi, Jinhua",NA
"1348",1700,29.212485,119.466263,"Lanxi, Jinhua",NA
"1349",1701,29.060833,120.438333,"PananXian, Jinhua",NA
"1350",1702,29.46314,119.883585,"Pujiang, Jinhua",NA
"1351",1703,29.436832,119.928646,"Pujiang, Jinhua",33
"1352",1704,29.102917,119.685611,"City Monitoring Station, Jinhua",NA
"1353",1705,29.077,119.647417,"No.15 middle school, Jinhua",NA
"1354",1706,29.113056,119.648944,"No.4 middle school, Jinhua",NA
"1355",1707,28.907778,119.814722,"Wuyi, Jinhua",NA
"1356",1708,28.889167,119.812222,"Wuyi, Jinhua",NA
"1357",1709,28.8911,120.0317,"Yongkang, Jinhua",NA
"1358",1710,28.9028,120.0212,"Yongkang, Jinhua",NA
"1359",1711,29.335364,120.078611,"Beiyuan, Jinhua",NA
"1360",1712,29.304964,120.090556,"Jiangdong, Jinhua",NA
"1361",1713,28.451389,119.479722,"Songyang, Lishui",NA
"1362",1714,28.447794,119.9187,"Monitoring station building, Lishui",44
"1363",1715,28.136389,120.288333,"Qingtian, Lishui",NA
"1364",1716,28.454307,119.934922,"Liandu primary school, Lishui",NA
"1365",1717,28.073028,119.126791,"Longquan, Lishui",NA
"1366",1718,28.145278,120.283611,"Qingtian, Lishui",NA
"1367",1719,27.626343,119.059472,"Qingyuan, Lishui",NA
"1368",1720,28.450556,119.474167,"Songyang, Lishui",NA
"1369",1721,28.593203,119.272551,"Suichang, Lishui",NA
"1370",1722,28.651667,120.065,"Jinyun, Lishui",NA
"1371",1723,28.662778,120.085556,"Jinyun, Lishui",NA
"1372",1724,28.423056,119.879444,"Yu Zhuang Qian, Lishui",NA
"1373",1725,28.895833,118.522222,"Changshan, Quzhou",NA
"1374",1726,28.940417,118.871306,"EPA building, Quzhou",NA
"1375",1727,29.036306,119.172467,"Longyou, Quzhou",NA
"1376",1728,29.134167,118.404722,"Bureau of Meteorology, Kaihua, Quzhou",NA
"1377",1729,28.974528,118.85525,"Quzhou University, Quzhou",NA
"1378",1730,28.964613,118.876145,"Experimental school, Quzhou",NA
"1379",1731,28.898056,118.511111,"Changshan, Quzhou",NA
"1380",1732,29.989283,120.609511,"Chengdong BDA committee, Shaoxing",NA
"1381",1733,29.49055,120.91483,"Xinchang, Shaoxing",NA
"1382",1734,29.598611,120.822222,"Shengzhou, Shaoxing",NA
"1383",1735,29.566111,120.817222,"Shengzhou, Shaoxing",NA
"1384",1736,29.993049,120.643444,"Donghu middle school, Shaoxing",44
"1385",1737,30.052161,120.535708,"Dongpu Town Governement, Shaoxing",NA
"1386",1738,30.04769,120.47196,"Keqiaoqu, Shaoxing",NA
"1387",1739,30.078374,120.617462,"Paojiang station, Shaoxing",NA
"1388",1740,30.13277,120.8917,"Shangyuqu, Shaoxing",NA
"1389",1741,30.02184,120.87318,"Shangyuqu, Shaoxing",NA
"1390",1742,30.004331,120.580238,"City EPA station, Shaoxing",NA
"1391",1743,30.08245,120.49313,"Keqiaoqu, Shaoxing",NA
"1392",1744,29.50078,120.89768,"Xinchang, Shaoxing",NA
"1393",1745,29.708752,120.248752,"Library, Shaoxing",NA
"1394",1746,29.728868,120.217123,"Transporation management station, Shaoxing",NA
"1395",1747,28.21902,121.289127,"Yuhuan, Taizhou",3
"1396",1748,28.659261,121.280823,"Huangyan EPA building, Taizhou",NA
"1397",1749,28.560033,121.395356,"Taizhou",NA
"1398",1750,28.840238,121.140945,"Linhai, Taizhou",NA
"1399",1751,28.870984,121.181596,"Linhai, Taizhou",NA
"1400",1752,28.577361,121.376778,"Luqiao Tian Yang Wang, Taizhou",NA
"1401",1753,29.116775,121.375923,"Sanmen, Taizhou",NA
"1402",1754,29.160556,121.061944,"Experimental Middle  School, Tiantai, Taizhou",NA
"1403",1755,28.654166,121.41888,"Taizhou EPA building, Taizhou",NA
"1404",1756,29.148333,121.005278,"Tiantai, Taizhou",NA
"1405",1757,28.375556,121.365556,"Wenling, Taizhou",NA
"1406",1758,28.855767,120.728872,"Xianju, Taizhou",4
"1407",1759,28.737334,120.477356,"Xianju, Taizhou",NA
"1408",1760,28.123891,121.238017,"Yuhuan, Taizhou",NA
"1409",1761,27.777373,120.655307,"Ruian, Wenzhou",NA
"1410",1762,27.831439,121.149367,"Dongtou, Wenzhou",NA
"1411",1763,27.78836,120.627334,"Ruian, Wenzhou",NA
"1412",1764,28.120936,120.965864,"Yueqing, Wenzhou",NA
"1413",1765,27.503889,120.395,"Cangnan, Wenzhou",NA
"1414",1766,28.029722,120.891111,"Yueqing, Wenzhou",NA
"1415",1767,27.581944,120.548889,"Cangnan, Wenzhou",NA
"1416",1768,27.971359,120.764294,"Longwan, Wenzhou",NA
"1417",1769,27.985079,120.679665,"Nanpu, Wenzhou",23
"1418",1770,28.040556,120.658611,"Yongjia, Wenzhou",NA
"1419",1771,28.005239,120.638037,"Ouhai, Wenzhou",NA
"1420",1772,27.659658,120.570122,"Pingyang, Wenzhou",NA
"1421",1773,27.66525,120.561589,"Pingyang, Wenzhou",NA
"1422",1774,28.156667,120.692222,"Yongjia, Wenzhou",NA
"1423",1775,28.013044,120.675116,"City Station, Wenzhou",NA
"1424",1776,30.726667,122.445833,"Shengsi, Zhoushan",NA
"1425",1777,30.266944,122.220278,"Daishan, Zhoushan",NA
"1426",1778,30.020278,122.122222,"Dinghai tanfeng, Zhoushan",NA
"1427",1779,29.994444,122.189722,"Lincheng new area, Zhoushan",NA
"1428",1780,29.95378,122.3135,"Putuo east port, Zhoushan",33
"1429",1781,29.981667,122.373889,"Zhoushan",12
"1430",1782,34.7466,113.625368,"Zhengzhou",NA
"1431",1783,32.187849,119.425836,"Zhenjiang",NA
"1432",1784,22.528283,113.386116,"Zhongshan",NA
"1433",1785,29.985451,122.206604,"Zhoushan",NA
"1434",1786,22.228056,113.298889,"Zhuhai",NA
"1435",1787,29.713667,120.236304,"Zhuji",NA
"1436",1788,27.82755,113.134003,"Zhuzhou",NA
"1437",1789,36.813094,118.054868,"Zibo",NA
"1438",1790,29.33903,104.778442,"Zigong",NA
"1439",1791,27.725654,106.927389,"Zunyi",NA
